clues,state_code,mun_code,loc_code,inst_code,est_type,typology,status_code,start_date,longitude,latitud,admin_inst,care_level,unit_stratum,last_move,claveentidad,entidad,clavejurisdicción,jurisdicción,clavemunicipio,municipio,clavelocalidad,localidad,tipodeestablecimiento,tipología,nombredelestablecimiento,unidades,e13,c1301,c1302,c1303,c1304,c1305,c1306,c1307,c1308,c1309,c1310,c1311,c1312,c1313,c1314,c1315,c1316,c1317,c1318,c1319,c1320,c1321,e14,c1400,c1401,c1402,c1403,c1404,c1405,c1406,c1408,e15,c1501,c1502,c1504,c1505,c1506,c1507,c1508,c1509,c1601,c1602,c1701,c1702,e18,c1801,c1803,c1804,c1805,c1806,c1807,c1808,c1809,c1810,c1811,c1812,c1813,c1814,c1815,c1816,c1817,c1818,c1819,c1820,c1821,c1822,c1823,c1824,c1825,c1826,e19,c1901,c1902,c1903,c1904,e20,c2001,c2002,c2003,c2004,c2005,e21,c2101,c2102,c2103,c2104,e22,c2201,c2202,c2204,e23,c2301,c2302,c2303,c2304,c2305,c2306,c2308,e24,c2401,c2402,c2403,c2404,c2405,c2406,c2407,c2408,c2409,c2410,c2411,c2412,c2413,c2414,c2415,e25,c2501,c2502,c2503,c2504,c2506,c1706,c1707,c1710,c1725,c1729,c1735,c1738,c1745,c1746,c1747,c1749,c1730,c1750
TSSSA018560,28,3,1,SSA,1,D,1,2010-05-01,-97.936897,22.3958,SESA,1,2,CAMBIO,28,TAMAULIPAS,12,ALTAMIRA,3,ALTAMIRA,1,ALTAMIRA,CE,D,U-01 COL. JOSE MARIA MORELOS,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018572,28,32,1,SSA,1,E,1,2011-04-05,-98.277802,26.092199,SESA,1,2,CAMBIO,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1,REYNOSA,CE,E,U-02 COL. CAMPESTRE ITAVU,1,2,2,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018584,28,32,1,SSA,1,E,1,2010-12-10,-98.277802,26.092199,SESA,1,2,CAMBIO,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1,REYNOSA,CE,E,U-02 COL. 16 DE SEPTIEMBRE,1,3,2,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018596,28,32,1,SSA,1,E,1,2010-08-15,-98.277802,26.092199,SESA,1,2,CAMBIO,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1,REYNOSA,CE,E,U-02 COL. REVOLUCION VERDE,1,3,2,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018601,28,38,1,SSA,1,D,1,2010-06-01,-97.868599,22.255301,SESA,1,2,CAMBIO,28,TAMAULIPAS,2,TAMPICO,38,TAMPICO,1,TAMPICO,CE,D,U-01 COL. JOSE LOPEZ PORTILLO,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018613,28,7,48,SSA,1,A,1,2010-08-01,-98.7658,26.2833,SESA,1,1,CAMBIO,28,TAMAULIPAS,9,MIGUEL ALEMAN,7,CAMARGO,48,LOPEZ Y NUEVO CADILLO,CE,A,R-01 LOPEZ Y NUEVO CADILLO,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018625,28,32,1,SSA,1,E,1,2010-11-04,-98.277802,26.092199,SESA,1,2,CAMBIO,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1,REYNOSA,CE,E,U-02 COL. LOMAS DE VALLE ALTO,1,3,2,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018630,28,32,1,SSA,1,E,1,2010-11-05,-98.277802,26.092199,SESA,1,2,CAMBIO,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1,REYNOSA,CE,E,U-02 COL. VOLUNTAD Y TRABAJO,1,2,2,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018642,28,32,1,SSA,1,E,1,2010-11-05,-98.277802,26.092199,SESA,1,2,CAMBIO,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1,REYNOSA,CE,E,U-02 COL. LOMAS DEL PEDREGAL,1,2,2,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018654,28,32,1,SSA,1,E,1,2011-05-08,-98.277802,26.092199,SESA,1,2,CAMBIO,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1,REYNOSA,CE,E,U-02 COL. LAS TORRES,1,3,2,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018666,28,32,1,SSA,1,E,1,2010-11-05,-98.277802,26.092199,SESA,1,2,CAMBIO,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,1,REYNOSA,CE,E,U-02 COL. INTEGRACION FAMILIAR,1,2,2,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018671,28,32,177,SSA,1,A,1,2011-09-26,-98.1717,26.0375,SESA,1,1,CAMBIO,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,177,NUEVO SANTANA,CE,A,R-01 NUEVO SANTANA,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018683,28,32,509,SSA,1,A,1,2012-04-02,-98.246101,25.660601,SESA,1,1,CAMBIO,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,509,DOROTEO ARANGO,CE,A,R-01 DOROTEO ARANGO,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018695,28,32,163,SSA,1,A,1,2011-06-06,-98.348297,25.614201,SESA,1,1,CAMBIO,28,TAMAULIPAS,4,REYNOSA,32,REYNOSA,163,LLORONA NUEVA,CE,A,R-01 LLORONA NUEVA,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018700,28,41,1,SSA,1,E,1,2010-11-01,-99.146103,23.736099,SESA,1,2,CAMBIO,28,TAMAULIPAS,1,VICTORIA,41,VICTORIA,1,CIUDAD VICTORIA,CE,E,U-02 LA MESA DEL SEÑOR,1,3,2,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,16,7,0,6,3,0,0,0,0,4,0,1,0,0,0,3,0,7,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,15,8,0,0,2,5,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018712,28,38,1,SSA,1,D,1,2010-10-01,-97.868599,22.255301,SESA,1,2,CAMBIO,28,TAMAULIPAS,2,TAMPICO,38,TAMPICO,1,TAMPICO,CE,D,U-01 COL. LAGUNA DE LA PUERTA,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,7,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018724,28,9,1,SSA,1,D,1,2010-11-01,-97.831398,22.2764,SESA,1,2,CAMBIO,28,TAMAULIPAS,2,TAMPICO,9,CIUDAD MADERO,1,CIUDAD MADERO,CE,D,U-01 COL. FRANCISCO VILLA,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,2016
TSSSA018736,28,2,148,SSA,1,A,1,2011-10-01,-98.167801,22.984699,SESA,1,1,CAMBIO,28,TAMAULIPAS,12,ALTAMIRA,2,ALDAMA,148,EL NACIMIENTO,CE,A,R-01 NACIMIENTO,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018741,28,3,122,SSA,1,A,1,2011-09-01,-97.8694,22.3375,SESA,1,2,CAMBIO,28,TAMAULIPAS,12,ALTAMIRA,3,ALTAMIRA,122,MIRAMAR,CE,A,R-01 NUEVO MADERO,1,2,1,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018753,28,35,150,SSA,1,A,1,2012-04-01,-97.974701,25.297501,SESA,1,1,CAMBIO,28,TAMAULIPAS,7,SAN FERNANDO,35,SAN FERNANDO,150,GUADALUPE VICTORIA (EL NORTEÑO),CE,A,R-01 EL NORTEÑO,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018765,28,35,188,SSA,1,A,1,,-97.893898,25.231899,SESA,1,1,CAMBIO,28,TAMAULIPAS,7,SAN FERNANDO,35,SAN FERNANDO,188,LA LOMA,CE,A,R-01 LA LOMA,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018770,28,35,395,SSA,1,A,1,2011-02-01,-97.920799,25.1506,SESA,1,1,CAMBIO,28,TAMAULIPAS,7,SAN FERNANDO,35,SAN FERNANDO,395,LOS VERGELES,CE,A,R-01 XALAPA DE LOS VERGELES,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018782,28,22,1,SSA,1,E,1,2010-11-01,-97.504204,25.8797,SESA,1,2,CAMBIO,28,TAMAULIPAS,3,MATAMOROS,22,MATAMOROS,1,HEROICA MATAMOROS,CE,E,U-02 COL. AGRICOLA ORIENTAL,1,2,2,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018794,28,22,1,SSA,1,E,1,2010-11-01,-97.504204,25.8797,SESA,1,2,CAMBIO,28,TAMAULIPAS,3,MATAMOROS,22,MATAMOROS,1,HEROICA MATAMOROS,CE,E,U-02 COL. AMPLIACION SOLIDARIDAD,1,2,2,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018806,28,22,1,SSA,1,E,1,2010-11-01,-97.504204,25.8797,SESA,1,2,CAMBIO,28,TAMAULIPAS,3,MATAMOROS,22,MATAMOROS,1,HEROICA MATAMOROS,CE,E,U-02 COL. ESPERANZA Y REFORMA,1,2,2,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018811,28,22,1,SSA,1,E,1,2010-11-01,-97.504204,25.8797,SESA,1,2,CAMBIO,28,TAMAULIPAS,3,MATAMOROS,22,MATAMOROS,1,HEROICA MATAMOROS,CE,E,U-02 COL. INTEGRACION FAMILIAR,1,2,2,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018823,28,22,1,SSA,1,E,1,2010-11-01,-97.504204,25.8797,SESA,1,2,CAMBIO,28,TAMAULIPAS,3,MATAMOROS,22,MATAMOROS,1,HEROICA MATAMOROS,CE,E,U-02 COL. LAS PALMITAS,1,2,2,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018835,28,22,1,SSA,1,E,1,2010-11-01,-97.504204,25.8797,SESA,1,2,CAMBIO,28,TAMAULIPAS,3,MATAMOROS,22,MATAMOROS,1,HEROICA MATAMOROS,CE,E,U-02 COL. NUEVA JERUSALEM,1,2,2,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018840,28,22,1,SSA,1,E,1,2010-11-01,-97.504204,25.8797,SESA,1,2,CAMBIO,28,TAMAULIPAS,3,MATAMOROS,22,MATAMOROS,1,HEROICA MATAMOROS,CE,E,U-02 COL. VILLA LAS TORRES,1,2,2,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018852,28,22,1,SSA,1,E,1,2010-11-01,-97.504204,25.8797,SESA,1,2,CAMBIO,28,TAMAULIPAS,3,MATAMOROS,22,MATAMOROS,1,HEROICA MATAMOROS,CE,E,U-02 COL. LAS BRISAS,1,2,2,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018864,28,22,1,SSA,1,E,1,2009-10-01,-97.504204,25.8797,SESA,1,2,CAMBIO,28,TAMAULIPAS,3,MATAMOROS,22,MATAMOROS,1,HEROICA MATAMOROS,CE,E,U-02 COL. AEROPUERTO,1,2,2,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,6,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018876,28,22,1,SSA,1,E,1,2009-10-01,-97.504204,25.8797,SESA,1,2,CAMBIO,28,TAMAULIPAS,3,MATAMOROS,22,MATAMOROS,1,HEROICA MATAMOROS,CE,E,U-02 COL. BENITO JUAREZ,1,2,2,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018881,28,22,1,SSA,1,E,1,2010-10-01,-97.504204,25.8797,SESA,1,2,CAMBIO,28,TAMAULIPAS,3,MATAMOROS,22,MATAMOROS,1,HEROICA MATAMOROS,CE,E,U-02 COL. EL CAMBIO,1,2,2,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
TSSSA018893,28,22,1,SSA,1,E,1,2010-11-01,-97.504204,25.8797,SESA,1,2,CAMBIO,28,TAMAULIPAS,3,MATAMOROS,22,MATAMOROS,1,HEROICA MATAMOROS,CE,E,U-02 COL. ROBERTO GUERRA,1,2,2,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2016
